,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
28,2020-01-07 04:30:00,73838.55137223846,-3341.8936133732986,85566.16436244773,73838.55137223846,73838.55137223846,-35232.75943297242,-35232.75943297242,-35232.75943297242,-57019.69166985743,-57019.69166985743,-57019.69166985743,21786.932236885,21786.932236885,21786.932236885,0.0,0.0,0.0,38605.79193926604
29,2020-01-07 05:30:00,73810.81913571831,-12552.378537962742,77292.53121844082,73810.81913571831,73810.81913571831,-40001.734257298594,-40001.734257298594,-40001.734257298594,-61537.45828744948,-61537.45828744948,-61537.45828744948,21535.724030150894,21535.724030150894,21535.724030150894,0.0,0.0,0.0,33809.084878419715
30,2020-01-07 06:30:00,73783.08689919814,-7794.008415460845,79053.3827801247,73783.08689919814,73783.08689919814,-37957.55148379127,-37957.55148379127,-37957.55148379127,-59184.613353104054,-59184.613353104054,-59184.613353104054,21227.061869312787,21227.061869312787,21227.061869312787,0.0,0.0,0.0,35825.53541540687
31,2020-01-07 07:30:00,73755.35466267799,-3742.5907327832165,83545.92969827438,73755.35466267799,73755.35466267799,-32494.08616671959,-32494.08616671959,-32494.08616671959,-53364.68463217304,-53364.68463217304,-53364.68463217304,20870.598465453437,20870.598465453437,20870.598465453437,0.0,0.0,0.0,41261.2684959584
32,2020-01-07 08:30:00,73727.62242615782,2301.1849793604374,85770.89782037606,73727.62242615782,73727.62242615782,-28877.433175583057,-28877.433175583057,-28877.433175583057,-49353.00742058747,-49353.00742058747,-49353.00742058747,20475.574245004413,20475.574245004413,20475.574245004413,0.0,0.0,0.0,44850.18925057476
33,2020-01-07 09:30:00,73699.89018963768,2062.3813773638526,90669.713664509,73699.89018963768,73699.89018963768,-25946.96322712716,-25946.96322712716,-25946.96322712716,-45997.7020087578,-45997.7020087578,-45997.7020087578,20050.738781630633,20050.738781630633,20050.738781630633,0.0,0.0,0.0,47752.92696251052
34,2020-01-07 10:30:00,73672.15795311751,13534.741340366556,103697.81538109199,73672.15795311751,73672.15795311751,-15021.401148791323,-15021.401148791323,-15021.401148791323,-34625.68462015698,-34625.68462015698,-34625.68462015698,19604.283471365656,19604.283471365656,19604.283471365656,0.0,0.0,0.0,58650.756804326185
35,2020-01-07 11:30:00,73644.42571659735,43966.34119617689,130112.3355125054,73644.42571659735,73644.42571659735,11548.00000081262,11548.00000081262,11548.00000081262,-7595.785968859026,-7595.785968859026,-7595.785968859026,19143.78596967165,19143.78596967165,19143.78596967165,0.0,0.0,0.0,85192.42571740998
36,2020-01-07 12:30:00,73616.69348007719,80104.63145318098,167073.44746963616,73616.69348007719,73616.69348007719,50400.07966586276,50400.07966586276,50400.07966586276,31723.91293116926,31723.91293116926,31723.91293116926,18676.166734693492,18676.166734693492,18676.166734693492,0.0,0.0,0.0,124016.77314593995
37,2020-01-07 13:30:00,73588.96124355703,114303.6504487921,208189.26398374318,73588.96124355703,73588.96124355703,86577.10935818686,86577.10935818686,86577.10935818686,68369.45151258516,68369.45151258516,68369.45151258516,18207.65784560171,18207.65784560171,18207.65784560171,0.0,0.0,0.0,160166.07060174388
38,2020-01-07 14:30:00,73561.22900703688,133381.50861331137,220802.0840287826,73561.22900703688,73561.22900703688,104447.9551694464,104447.9551694464,104447.9551694464,86704.17107994681,86704.17107994681,86704.17107994681,17743.784089499575,17743.784089499575,17743.784089499575,0.0,0.0,0.0,178009.18417648328
39,2020-01-07 15:30:00,73533.49676180909,129288.82517275248,217739.27820170674,73533.49676180909,73533.49676180909,100630.20068605598,100630.20068605598,100630.20068605598,83340.84455066398,83340.84455066398,83340.84455066398,17289.356135391987,17289.356135391987,17289.356135391987,0.0,0.0,0.0,174163.69744786507
40,2020-01-07 16:30:00,73505.7645165813,115239.34633105602,203231.97293040715,73505.7645165813,73505.7645165813,86588.08458163384,86588.08458163384,86588.08458163384,69739.60913563898,69739.60913563898,69739.60913563898,16848.475445994867,16848.475445994867,16848.475445994867,0.0,0.0,0.0,160093.84909821514
41,2020-01-07 17:30:00,73478.03227135351,109363.04289392718,196731.26999859532,73478.03227135351,73478.03227135351,77901.0594669968,77901.0594669968,77901.0594669968,61476.509049129876,61476.509049129876,61476.509049129876,16424.550417866903,16424.550417866903,16424.550417866903,0.0,0.0,0.0,151379.0917383503
42,2020-01-07 18:30:00,73450.30002612574,107155.90740020544,198008.01991698492,73450.30002612574,73450.30002612574,79906.29264273528,79906.29264273528,79906.29264273528,63885.96955897381,63885.96955897381,63885.96955897381,16020.323083761472,16020.323083761472,16020.323083761472,0.0,0.0,0.0,153356.59266886103
43,2020-01-07 19:30:00,73422.56778089795,114000.0673457483,201749.85122896053,73422.56778089795,73422.56778089795,83128.06629406159,83128.06629406159,83128.06629406159,67490.16072083132,67490.16072083132,67490.16072083132,15637.90557323026,15637.90557323026,15637.90557323026,0.0,0.0,0.0,156550.63407495955
44,2020-01-07 20:30:00,73394.83553567016,100476.11198039092,192176.86843441954,73394.83553567016,73394.83553567016,72791.21706593958,72791.21706593958,72791.21706593958,57512.39166847658,57512.39166847658,57512.39166847658,15278.825397463002,15278.825397463002,15278.825397463002,0.0,0.0,0.0,146186.05260160973
45,2020-01-07 21:30:00,73367.10329044238,73641.13758205892,158335.90997500898,73367.10329044238,73367.10329044238,43421.93165722353,43421.93165722353,43421.93165722353,28477.853148564234,28477.853148564234,28477.853148564234,14944.078508659291,14944.078508659291,14944.078508659291,0.0,0.0,0.0,116789.0349476659
